Map_name,Key_name,Nearest_H_dist(0),Nearest_H_dist(1),Nearest_H_dist(2),Nearest_H_dist(3),Nearest_H_dist(4),Nearest_H_dist(5),Nearest_H_dist(6),Nearest_H_dist(7),Nearest_H_dist(8),Nearest_H_dist(9),Nearest_RGB_min(0),Nearest_RGB_min(1),Nearest_RGB_min(2),Nearest_RGB_min(3),Nearest_RGB_min(4),Nearest_RGB_min(5),Nearest_RGB_min(6),Nearest_RGB_min(7),Nearest_RGB_min(8),Nearest_RGB_min(9),Nearest_RGB_dist(0),Nearest_RGB_dist(1),Nearest_RGB_dist(2),Nearest_RGB_dist(3),Nearest_RGB_dist(4),Nearest_RGB_dist(5),Nearest_RGB_dist(6),Nearest_RGB_dist(7),Nearest_RGB_dist(8),Nearest_RGB_dist(9),strict_range_H,number_of_H_in_key,number_of_keys,ratio_subregion,ratio_grayregion,ratio_blackregion,number_of_H_in_map,color_range_R_across_keys,color_range_G_across_keys,color_range_B_across_keys,color_range_H_across_keys
CA_NV_DeathValley,CA_NV_DeathValley_Qayy_poly,0,0,0,4,6,7,9,12,17,19,0,0,0,0,1,1,17,18,19,25,13,14,14,15,16,17,17,18,18,18,1,27,0.13,0.3333585726067719,0.00615127672997711,0.03413463729395205,1.0,0.3176470588235294,0.8156862745098039,0.21176470588235294,0.45
CA_NV_DeathValley,CA_NV_DeathValley_Qayo_poly,0,0,0,4,6,7,9,12,17,19,0,0,0,0,1,1,15,18,19,25,6,14,14,16,17,17,17,18,19,19,1,48,0.13,0.3333585726067719,0.00615127672997711,0.03413463729395205,1.0,0.3176470588235294,0.8156862745098039,0.21176470588235294,0.45
CA_NV_DeathValley,CA_NV_DeathValley_Qai_poly,1,2,3,6,6,6,6,6,11,13,1,5,6,9,12,15,19,19,19,24,14,15,17,17,17,17,19,19,20,21,1,43,0.13,0.3333585726067719,0.00615127672997711,0.03413463729395205,1.0,0.3176470588235294,0.8156862745098039,0.21176470588235294,0.45
CA_NV_DeathValley,CA_NV_DeathValley_Qao_poly,0,0,0,4,6,7,9,12,17,19,0,0,0,0,1,1,5,11,16,18,6,11,12,13,13,14,14,17,18,19,1,38,0.13,0.3333585726067719,0.00615127672997711,0.03413463729395205,1.0,0.3176470588235294,0.8156862745098039,0.21176470588235294,0.45
CA_NV_DeathValley,CA_NV_DeathValley_QTa_poly,2,5,8,10,11,13,17,17,17,17,6,7,16,17,24,24,25,25,25,25,10,11,13,14,14,14,17,17,19,20,2,27,0.13,0.3333585726067719,0.00615127672997711,0.03413463729395205,1.0,0.3176470588235294,0.8156862745098039,0.21176470588235294,0.45
CA_NV_DeathValley,CA_NV_DeathValley_Qe_poly,1,2,3,5,7,7,7,7,10,12,1,1,7,9,11,12,13,16,18,18,10,10,13,14,15,15,15,17,20,20,1,28,0.13,0.3333585726067719,0.00615127672997711,0.03413463729395205,1.0,0.3176470588235294,0.8156862745098039,0.21176470588235294,0.45
CA_NV_DeathValley,CA_NV_DeathValley_Qp_poly,2,7,10,12,13,15,19,19,19,19,0,1,1,1,1,1,9,9,15,21,5,6,9,11,15,17,18,18,19,20,1,25,0.13,0.3333585726067719,0.00615127672997711,0.03413463729395205,1.0,0.3176470588235294,0.8156862745098039,0.21176470588235294,0.45
CA_NV_DeathValley,CA_NV_DeathValley_Qps_poly,3,5,5,6,7,8,12,12,12,12,0,1,1,1,1,1,12,12,13,24,5,12,14,17,18,18,19,19,19,20,1,34,0.13,0.3333585726067719,0.00615127672997711,0.03413463729395205,1.0,0.3176470588235294,0.8156862745098039,0.21176470588235294,0.45
CA_NV_DeathValley,CA_NV_DeathValley_Qpx_poly,2,3,3,5,8,9,9,9,9,10,0,0,0,0,1,1,9,15,16,25,9,12,14,16,16,18,18,20,21,21,1,46,0.13,0.3333585726067719,0.00615127672997711,0.03413463729395205,1.0,0.3176470588235294,0.8156862745098039,0.21176470588235294,0.45
CA_NV_DeathValley,CA_NV_DeathValley_Qlb_poly,35,62,62,62,62,66,68,69,71,74,1,11,11,12,15,17,17,21,24,27,14,18,18,19,19,21,21,22,22,24,1,21,0.13,0.3333585726067719,0.00615127672997711,0.03413463729395205,1.0,0.3176470588235294,0.8156862745098039,0.21176470588235294,0.45
CA_NV_DeathValley,CA_NV_DeathValley_QTc_poly,2,3,4,4,4,4,5,8,13,15,1,17,18,35,36,44,47,50,54,54,10,13,13,17,18,18,19,19,22,23,1,46,0.13,0.3333585726067719,0.00615127672997711,0.03413463729395205,1.0,0.3176470588235294,0.8156862745098039,0.21176470588235294,0.45
CA_NV_DeathValley,CA_NV_DeathValley_QTm_poly,27,27,27,27,31,33,34,35,36,39,1,3,9,12,12,15,18,23,24,27,12,12,13,17,18,18,18,20,21,21,1,17,0.13,0.3333585726067719,0.00615127672997711,0.03413463729395205,1.0,0.3176470588235294,0.8156862745098039,0.21176470588235294,0.45
CO_Clifton,CO_Clifton_af_poly,16,19,21,22,24,26,28,28,28,28,1,2,2,2,2,3,3,5,6,6,8,12,12,13,14,14,16,17,17,17,1,1,0.19,0.3235548511292094,0.061481519633104484,0.043114320779752566,1.0,0.1411764705882353,1.0,0.08627450980392157,0.2
CO_Clifton,CO_Clifton_Qalc1_poly,2,2,2,2,2,3,3,4,4,4,0,0,1,1,1,2,5,6,6,7,5,7,12,13,13,14,14,15,16,16,4,16,0.19,0.3235548511292094,0.061481519633104484,0.043114320779752566,1.0,0.1411764705882353,1.0,0.08627450980392157,0.2
CO_Clifton,CO_Clifton_Qa_poly,0,0,0,1,1,2,2,2,2,4,0,1,1,1,1,2,2,3,4,4,4,8,9,11,13,13,13,14,15,16,1,18,0.19,0.3235548511292094,0.061481519633104484,0.043114320779752566,1.0,0.1411764705882353,1.0,0.08627450980392157,0.2
CO_Clifton,CO_Clifton_Qalc2_poly,0,0,0,1,1,2,2,2,2,4,0,0,0,1,1,2,5,5,6,6,5,8,9,12,13,14,14,15,16,19,2,20,0.19,0.3235548511292094,0.061481519633104484,0.043114320779752566,1.0,0.1411764705882353,1.0,0.08627450980392157,0.2
CO_Clifton,CO_Clifton_Qt1_poly,2,2,3,4,4,4,4,5,5,5,0,0,1,1,2,2,3,4,4,4,7,9,11,12,13,15,16,16,16,17,2,19,0.19,0.3235548511292094,0.061481519633104484,0.043114320779752566,1.0,0.1411764705882353,1.0,0.08627450980392157,0.2
CO_Clifton,CO_Clifton_Qtsc_poly,0,1,1,1,1,1,1,1,3,4,0,1,1,1,1,2,2,2,4,5,4,9,11,11,13,13,13,14,15,16,1,31,0.19,0.3235548511292094,0.061481519633104484,0.043114320779752566,1.0,0.1411764705882353,1.0,0.08627450980392157,0.2
CO_Clifton,CO_Clifton_Qt2_poly,2,3,3,5,7,9,9,9,9,10,0,1,1,1,1,3,4,4,5,7,7,12,15,15,15,16,16,16,18,18,3,26,0.19,0.3235548511292094,0.061481519633104484,0.043114320779752566,1.0,0.1411764705882353,1.0,0.08627450980392157,0.2
CO_Clifton,CO_Clifton_Qtu_poly,0,1,1,1,1,1,1,1,3,4,0,1,1,2,2,2,3,4,4,5,5,8,13,14,15,15,15,16,16,16,1,16,0.19,0.3235548511292094,0.061481519633104484,0.043114320779752566,1.0,0.1411764705882353,1.0,0.08627450980392157,0.2
CO_Clifton,CO_Clifton_Qls_poly,1,2,3,4,6,6,6,6,6,7,0,1,1,1,1,2,2,2,2,2,4,5,7,8,8,9,9,14,14,15,3,21,0.19,0.3235548511292094,0.061481519633104484,0.043114320779752566,1.0,0.1411764705882353,1.0,0.08627450980392157,0.2
CO_Clifton,CO_Clifton_Qpu_poly,0,0,1,1,2,2,2,2,3,4,0,0,1,1,2,2,3,3,4,5,8,10,11,12,13,14,15,15,16,16,2,11,0.19,0.3235548511292094,0.061481519633104484,0.043114320779752566,1.0,0.1411764705882353,1.0,0.08627450980392157,0.2
CO_Clifton,CO_Clifton_Qp4_poly,0,0,1,1,2,2,2,2,3,4,0,2,2,2,3,3,4,5,6,6,8,11,11,12,12,13,13,13,16,17,24,86,0.19,0.3235548511292094,0.061481519633104484,0.043114320779752566,1.0,0.1411764705882353,1.0,0.08627450980392157,0.2
CO_Clifton,CO_Clifton_Qpmv_poly,1,2,5,5,5,6,6,7,7,7,0,0,1,1,1,1,2,2,3,4,6,8,9,10,13,13,14,15,16,16,52,113,0.19,0.3235548511292094,0.061481519633104484,0.043114320779752566,1.0,0.1411764705882353,1.0,0.08627450980392157,0.2
CO_Clifton,CO_Clifton_Qac_poly,0,0,0,1,1,2,2,2,2,4,0,1,2,3,4,4,6,8,10,10,7,8,9,12,15,15,16,16,16,17,1,17,0.19,0.3235548511292094,0.061481519633104484,0.043114320779752566,1.0,0.1411764705882353,1.0,0.08627450980392157,0.2
CO_Clifton,CO_Clifton_Qt5_poly,0,0,0,1,1,2,2,2,2,4,0,3,3,3,3,3,4,5,5,6,12,13,13,14,16,16,16,18,18,18,1,35,0.19,0.3235548511292094,0.061481519633104484,0.043114320779752566,1.0,0.1411764705882353,1.0,0.08627450980392157,0.2
CO_Clifton,CO_Clifton_Qt4_poly,1,2,3,5,5,7,7,7,7,8,1,2,2,2,6,7,8,8,11,13,7,8,15,15,17,18,18,19,19,19,2,36,0.19,0.3235548511292094,0.061481519633104484,0.043114320779752566,1.0,0.1411764705882353,1.0,0.08627450980392157,0.2
CO_Clifton,CO_Clifton_Qt3_poly,3,5,6,8,10,12,12,12,12,13,1,1,2,3,3,4,5,5,5,6,7,11,13,14,14,15,15,15,16,16,1,27,0.19,0.3235548511292094,0.061481519633104484,0.043114320779752566,1.0,0.1411764705882353,1.0,0.08627450980392157,0.2
CO_Clifton,CO_Clifton_Kd_poly,2,3,3,3,3,4,4,5,5,5,2,3,4,6,6,9,10,10,11,11,7,11,15,15,16,16,16,17,18,18,1,10,0.19,0.3235548511292094,0.061481519633104484,0.043114320779752566,1.0,0.1411764705882353,1.0,0.08627450980392157,0.2
CO_Clifton,CO_Clifton_Km_poly,0,0,1,1,2,2,2,2,3,4,1,1,1,2,2,3,4,5,7,7,8,11,12,13,14,15,17,18,18,18,1,15,0.19,0.3235548511292094,0.061481519633104484,0.043114320779752566,1.0,0.1411764705882353,1.0,0.08627450980392157,0.2
CO_Clifton,CO_Clifton_Kmg_poly,1,3,6,6,6,7,7,8,8,8,0,1,1,1,2,2,3,4,4,5,4,6,11,11,12,12,14,14,14,15,2,11,0.19,0.3235548511292094,0.061481519633104484,0.043114320779752566,1.0,0.1411764705882353,1.0,0.08627450980392157,0.2
MA_Grafton,MA_Grafton_SCns_poly,4,10,10,11,13,15,16,19,37,49,1,1,3,3,4,4,8,11,12,14,11,12,13,14,16,16,16,17,17,18,1,38,0.19,0.2481675652136722,0.07166808689889262,0.03776496644752148,1.0,0.6549019607843137,0.43529411764705883,0.2784313725490196,0.9277777777777778
MA_Grafton,MA_Grafton_Cgg_poly,3,3,9,13,24,28,29,32,50,62,1,1,4,5,7,8,10,12,13,14,9,10,12,14,16,18,19,19,19,19,4,39,0.19,0.2481675652136722,0.07166808689889262,0.03776496644752148,1.0,0.6549019607843137,0.43529411764705883,0.2784313725490196,0.9277777777777778
MA_Grafton,MA_Grafton_Cm_poly,1,11,14,14,26,30,44,47,48,52,0,3,5,9,10,12,17,18,18,20,11,12,13,15,16,17,18,18,18,20,1,25,0.19,0.2481675652136722,0.07166808689889262,0.03776496644752148,1.0,0.6549019607843137,0.43529411764705883,0.2784313725490196,0.9277777777777778
MA_Grafton,MA_Grafton_Cmg_poly,0,3,6,10,21,25,26,29,47,59,1,2,3,3,3,6,8,9,11,11,9,12,12,12,13,13,14,15,17,18,2,30,0.19,0.2481675652136722,0.07166808689889262,0.03776496644752148,1.0,0.6549019607843137,0.43529411764705883,0.2784313725490196,0.9277777777777778
MA_Grafton,MA_Grafton_Zd_poly,3,4,8,18,19,23,29,29,30,32,2,4,5,6,8,8,11,13,16,17,13,15,15,16,16,17,18,18,18,20,1,27,0.19,0.2481675652136722,0.07166808689889262,0.03776496644752148,1.0,0.6549019607843137,0.43529411764705883,0.2784313725490196,0.9277777777777778
MA_Grafton,MA_Grafton_Za_poly,3,10,11,15,25,33,36,37,41,41,3,3,5,5,6,8,9,11,12,19,11,12,13,16,16,16,16,17,17,17,1,38,0.19,0.2481675652136722,0.07166808689889262,0.03776496644752148,1.0,0.6549019607843137,0.43529411764705883,0.2784313725490196,0.9277777777777778
MA_Grafton,MA_Grafton_Zhv_poly,11,26,35,42,56,57,67,70,82,100,1,4,4,5,5,6,7,8,12,14,10,11,12,13,14,14,15,16,16,17,1,21,0.19,0.2481675652136722,0.07166808689889262,0.03776496644752148,1.0,0.6549019607843137,0.43529411764705883,0.2784313725490196,0.9277777777777778
MA_Grafton,MA_Grafton_Zhvb_poly,11,24,37,53,67,68,78,81,93,111,1,4,4,6,8,9,9,10,10,11,12,13,13,15,15,16,16,16,17,17,2,28,0.19,0.2481675652136722,0.07166808689889262,0.03776496644752148,1.0,0.6549019607843137,0.43529411764705883,0.2784313725490196,0.9277777777777778
MA_Grafton,MA_Grafton_Zncg_poly,0,3,6,10,21,25,26,29,47,59,1,3,4,5,5,6,6,8,8,10,13,13,14,14,15,15,15,16,17,17,178,21,0.19,0.2481675652136722,0.07166808689889262,0.03776496644752148,1.0,0.6549019607843137,0.43529411764705883,0.2784313725490196,0.9277777777777778
MA_Grafton,MA_Grafton_Zpg_poly,1,3,5,16,20,21,26,26,29,33,1,1,2,3,5,7,8,9,10,10,11,12,14,14,17,17,17,18,18,19,2,22,0.19,0.2481675652136722,0.07166808689889262,0.03776496644752148,1.0,0.6549019607843137,0.43529411764705883,0.2784313725490196,0.9277777777777778
MA_Grafton,MA_Grafton_Zpgh_poly,1,4,4,15,19,22,25,25,28,34,2,3,3,3,3,5,8,8,12,14,6,11,11,12,13,13,17,17,18,18,1,36,0.19,0.2481675652136722,0.07166808689889262,0.03776496644752148,1.0,0.6549019607843137,0.43529411764705883,0.2784313725490196,0.9277777777777778
MA_Grafton,MA_Grafton_Zgdn_poly,4,6,6,9,15,19,20,23,41,53,2,3,3,6,8,11,12,13,17,20,12,12,13,14,14,14,16,17,17,17,2,29,0.19,0.2481675652136722,0.07166808689889262,0.03776496644752148,1.0,0.6549019607843137,0.43529411764705883,0.2784313725490196,0.9277777777777778
MA_Grafton,MA_Grafton_Zw_poly,16,26,30,31,37,41,44,56,61,74,0,4,4,4,5,8,9,11,11,16,11,11,14,14,16,16,16,17,18,19,1,8,0.19,0.2481675652136722,0.07166808689889262,0.03776496644752148,1.0,0.6549019607843137,0.43529411764705883,0.2784313725490196,0.9277777777777778
MA_Grafton,MA_Grafton_Zwa_poly,1,10,13,15,25,31,43,46,47,51,1,1,2,2,3,5,6,6,7,8,10,11,12,12,12,14,15,17,17,18,1,24,0.19,0.2481675652136722,0.07166808689889262,0.03776496644752148,1.0,0.6549019607843137,0.43529411764705883,0.2784313725490196,0.9277777777777778
MA_Grafton,MA_Grafton_Zwq_poly,14,15,16,25,28,40,42,53,58,61,2,3,3,5,6,7,8,8,11,11,6,11,13,15,16,16,16,17,17,17,1,42,0.19,0.2481675652136722,0.07166808689889262,0.03776496644752148,1.0,0.6549019607843137,0.43529411764705883,0.2784313725490196,0.9277777777777778
MA_Grafton,MA_Grafton_Sd_poly,12,15,18,21,22,25,26,26,37,40,1,2,2,3,5,6,6,7,9,11,6,6,11,12,13,14,14,15,16,16,5,36,0.19,0.2481675652136722,0.07166808689889262,0.03776496644752148,1.0,0.6549019607843137,0.43529411764705883,0.2784313725490196,0.9277777777777778
MA_Grafton,MA_Grafton_SCn_poly,4,5,8,11,15,21,21,24,26,38,1,5,6,7,8,9,11,13,14,15,10,14,14,15,16,16,17,17,17,18,1,13,0.19,0.2481675652136722,0.07166808689889262,0.03776496644752148,1.0,0.6549019607843137,0.43529411764705883,0.2784313725490196,0.9277777777777778
MA_Grafton,MA_Grafton_SCna_poly,3,12,13,14,28,30,33,34,38,44,2,2,3,6,7,8,8,11,11,12,12,14,16,16,16,16,17,17,18,18,3,41,0.19,0.2481675652136722,0.07166808689889262,0.03776496644752148,1.0,0.6549019607843137,0.43529411764705883,0.2784313725490196,0.9277777777777778
MA_Grafton,MA_Grafton_SCng_poly,24,35,61,77,91,92,102,105,117,135,3,5,5,6,8,9,11,11,12,14,11,11,14,14,17,18,18,19,19,20,2,28,0.19,0.2481675652136722,0.07166808689889262,0.03776496644752148,1.0,0.6549019607843137,0.43529411764705883,0.2784313725490196,0.9277777777777778
MN,MN_Mss_poly,0,0,1,1,2,3,3,3,3,4,0,0,0,1,1,1,2,2,2,3,1,9,9,10,10,11,11,11,11,12,1,52,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Mbd_poly,0,1,2,2,3,3,3,3,4,4,0,0,1,1,1,1,3,4,4,5,6,8,10,10,11,12,12,13,13,13,1,69,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Mbg_poly,0,2,2,2,3,3,4,5,5,5,0,0,0,1,1,1,2,2,2,2,9,9,10,10,10,11,11,11,11,11,2,40,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Mbf_poly,0,0,0,3,3,3,5,5,7,7,0,0,0,1,1,1,1,1,2,2,2,7,9,9,9,9,10,10,11,11,2,65,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Mbt_poly,1,1,1,1,2,2,2,4,4,5,2,2,2,2,2,4,4,5,5,5,4,7,7,8,11,11,12,12,12,12,1,91,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Mlf_poly,1,1,2,2,2,3,4,5,5,5,1,1,2,2,2,3,4,4,4,4,5,7,9,9,9,11,11,11,11,12,1,31,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Mlg_poly,0,2,2,2,3,4,5,5,5,7,0,0,0,0,1,1,1,1,2,2,4,6,8,9,9,10,11,11,11,12,1,74,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Mlt_poly,1,1,1,2,2,2,3,4,4,5,0,0,1,1,1,2,2,2,3,3,5,7,10,11,11,12,12,12,13,13,1,90,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Mlc_poly,1,1,2,3,4,4,4,5,6,7,0,0,1,2,2,2,4,4,5,5,6,7,9,9,9,11,11,11,12,12,1,39,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Mau_poly,1,2,3,3,6,7,12,12,13,13,0,0,0,1,1,2,3,3,4,6,3,10,10,11,11,11,11,11,11,11,1,97,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Mge_poly,0,1,2,3,3,3,3,3,4,4,0,0,0,1,1,1,1,1,2,2,0,2,4,6,6,8,8,9,10,10,1,101,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Mfg_poly,1,1,5,5,6,9,10,11,11,12,0,0,1,2,2,2,2,3,3,3,11,11,11,11,11,11,12,12,12,13,1,96,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Mmd_poly,0,1,3,3,3,4,5,5,6,6,0,1,1,1,1,1,2,2,3,3,1,8,8,8,9,9,10,10,10,10,1,101,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Mmg_poly,2,2,3,3,3,5,5,6,6,7,1,1,1,1,1,2,2,3,4,4,7,9,9,10,10,11,11,11,11,11,1,88,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Mmf_poly,0,0,1,1,2,3,3,3,3,4,0,1,1,1,1,1,2,2,3,3,0,3,4,6,7,7,9,9,9,10,1,81,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Mcv_poly,2,2,3,4,5,10,10,14,14,15,0,0,0,2,2,2,2,2,3,3,5,8,9,9,9,9,9,10,10,11,1,88,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Mbv_poly,1,1,2,4,5,9,10,11,11,14,0,1,1,2,2,3,3,3,3,4,5,7,7,7,8,9,9,9,10,10,1,113,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Mmv_poly,0,4,4,5,6,7,8,10,11,12,0,0,0,1,2,2,2,2,3,3,8,10,10,11,11,11,11,12,12,12,1,43,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Mpv_poly,1,3,4,4,5,5,6,6,7,7,0,0,0,1,2,2,2,2,3,3,8,9,9,10,12,12,12,12,13,13,1,69,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Mfv_poly,1,1,2,2,3,3,5,5,6,6,1,2,2,2,2,3,3,3,4,4,5,6,6,7,7,7,9,9,10,12,1,30,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Msl_poly,0,1,4,4,7,10,10,11,11,12,0,0,0,0,1,1,2,2,2,2,6,9,10,10,10,11,11,12,12,13,1,41,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Mns_poly,1,1,3,5,7,7,8,11,11,12,0,0,1,1,1,1,2,2,3,3,3,6,9,9,11,12,12,13,13,13,1,98,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Mnu_poly,1,2,3,4,7,8,11,12,13,14,0,0,1,1,2,3,4,4,4,4,10,10,11,11,11,14,14,14,14,14,1,83,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Mnr_poly,1,2,3,3,4,4,5,5,7,7,0,0,0,2,2,2,2,3,3,3,7,10,11,11,11,12,12,12,13,13,1,63,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Mnb_poly,0,1,2,2,3,3,3,3,4,4,0,1,1,1,2,2,2,3,4,4,7,8,8,8,8,10,10,11,11,11,1,74,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Mms_poly,1,1,2,4,4,4,5,5,6,7,0,0,0,1,1,1,1,1,2,2,3,5,7,8,8,8,8,8,9,10,1,101,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Mvu_poly,1,3,4,4,5,5,6,6,7,7,0,0,1,1,1,2,2,2,2,3,5,8,8,10,10,10,10,10,11,11,1,97,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Mld_poly,3,5,7,8,9,15,15,19,19,19,0,0,0,0,0,1,1,1,2,2,0,9,9,9,12,12,12,13,13,13,1,84,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Pgs_poly,3,4,4,5,6,9,9,11,14,15,0,0,1,2,2,2,2,3,4,4,7,7,9,9,9,11,11,11,12,12,1,89,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Pml_poly,3,5,7,9,10,10,15,17,20,21,0,0,1,2,2,2,2,2,3,3,9,10,10,11,11,12,12,12,12,12,1,51,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Pls_poly,1,2,6,8,9,11,13,14,18,19,0,0,1,2,2,3,3,4,6,6,8,10,12,12,12,12,12,13,13,13,1,33,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Pm_poly,0,0,2,2,3,5,5,6,6,6,0,0,1,1,1,1,1,2,3,3,7,9,9,11,12,12,12,12,12,13,1,53,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Pif_poly,0,0,0,3,3,3,5,5,7,7,2,2,3,3,3,3,3,4,4,4,6,6,7,8,8,9,9,9,10,10,1,75,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Pvs_poly,0,4,4,5,6,7,8,10,11,12,0,0,0,1,1,1,3,3,4,4,6,7,9,11,11,11,12,13,13,14,1,31,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Pmv_poly,1,1,2,3,6,7,10,11,12,13,0,0,0,0,1,3,3,3,4,4,6,6,9,9,11,11,11,11,12,12,1,100,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Pmq_poly,0,1,1,2,3,3,3,3,3,4,0,0,0,1,1,1,2,2,2,2,6,8,9,10,10,11,11,11,11,12,1,68,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Pmd_poly,1,2,2,3,4,4,5,6,6,6,0,1,1,1,1,1,1,1,1,2,6,9,10,12,13,13,13,13,13,14,1,78,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
MN,MN_Pgn_poly,1,1,1,7,7,7,9,9,10,12,0,1,1,1,1,1,1,2,2,2,4,4,9,10,10,10,10,10,10,11,1,95,1.0,0.5014891769911505,0.04687317385704175,0.0453855161327739,1.0,0.7019607843137254,0.9294117647058824,0.4666666666666667,0.9944444444444445
